Date,r_price,Event,Positive Event,Negative Event
2014-01-22,-0.0052346481804588,0,0,0
2014-01-23,-0.02109891351294053,0,0,0
2014-01-24,-0.0467072551763825,0,0,0
2014-01-25,-0.004873793526904704,0,0,0
2014-01-26,0.05927303243231971,0,0,0
2014-01-27,0.04395191096183135,0,0,0
2014-01-28,-0.1378688192216705,0,0,0
2014-01-29,0.0500151291048701,0,0,0
2014-01-30,0.0003916720775642495,0,0,0
2014-01-31,0.0009296068188254654,0,0,0
2014-02-01,0.0176804872211435,0,0,0
2014-02-02,0.00466167789486826,0,0,0
2014-02-03,-0.0279205184626008,0,0,0
2014-02-04,0.02306663452226066,0,0,0
2014-02-05,-0.001731518878095,0,0,0
2014-02-06,-0.03159186930368674,0,0,0
2014-02-07,-0.109858784523726,0,0,0
2014-02-08,-0.02770517274698283,0,0,0
2014-02-09,-0.0430151923272424,0,0,0
2014-02-10,0.02582172075668309,0,0,0
2014-02-11,0.01169098157292744,0,0,0
2014-02-12,-0.06284310065676425,0,0,0
2014-02-13,-0.005125587848812317,0,0,0
2014-02-14,-0.04444548732385908,0,0,0
2014-02-15,0.03239296528782445,0,0,0
2014-02-16,-0.04810339492599616,0,0,0
2014-02-17,0.04971674887962082,0,0,0
2014-02-18,-0.03169969789806699,0,0,0
2014-02-19,-0.006452670864161041,0,0,0
2014-02-20,-0.04462086171567572,0,0,0
2014-02-21,-0.01893583911269964,0,0,0
2014-02-22,-0.02026399497114087,0,0,0
2014-02-23,0.08700408059018411,0,0,0
2014-02-24,-0.08467778630571055,0,0,0
2014-02-25,-0.1568243417834682,0,0,0
2014-02-26,0.14780388821422,1,1,0
2014-02-27,0.0329973674991488,0,0,0
2014-02-28,-0.03308551594118197,0,0,0
2014-03-01,-0.01257878220686019,0,0,0
2014-03-02,0.002211403893730776,0,0,0
2014-03-03,0.0426167666705544,0,0,0
2014-03-04,0.1417513272971868,0,0,0
2014-03-05,-0.02514308440793749,0,0,0
2014-03-06,-0.00562162983848438,0,0,0
2014-03-07,-0.05807459502018408,0,0,0
2014-03-08,-0.01180805094309095,0,0,0
2014-03-09,0.04140049255766962,0,0,0
2014-03-10,-0.02386102673738686,0,0,0
2014-03-11,0.004914093717389543,0,0,0
2014-03-12,0.0219291049940581,0,0,0
2014-03-13,0.001503406437739342,0,0,0
2014-03-14,-0.01475552900666828,0,0,0
2014-03-15,0.0132521225689291,0,0,0
2014-03-16,-0.01344271674685396,0,0,0
2014-03-17,-0.009327778273082506,0,0,0
2014-03-18,-0.01792939391670974,0,0,0
2014-03-19,-0.00324706929354583,0,0,0
2014-03-20,-0.03087616582730371,0,0,0
2014-03-21,-0.01663394032375125,0,0,0
2014-03-22,-0.03687794530128052,0,0,0
2014-03-23,0.01161927298905652,0,0,0
2014-03-24,0.006388732374494739,0,0,0
2014-03-25,0.01929402779036273,0,0,0
2014-03-26,0.003242527211333706,0,0,0
2014-03-27,-0.02917013091094698,0,0,0
2014-03-28,-0.1195839922522647,0,0,0
2014-03-29,-0.00270189028174756,0,0,0
2014-03-30,-0.0666007613233722,0,0,0
2014-03-31,-0.02704467579288447,0,0,0
2014-04-01,0.04555205105627116,0,0,0
2014-04-02,-0.08999715544812581,0,0,0
2014-04-03,0.02163147940063052,0,0,0
2014-04-04,0.004011338902775525,0,0,0
2014-04-05,0.03490911764918585,0,0,0
2014-04-06,-0.008909777245567005,0,0,0
2014-04-07,-0.00633821714531953,0,0,0
2014-04-08,-0.01613721382710721,0,0,0
2014-04-09,-0.02305241145487028,0,0,0
2014-04-10,-0.1987887204994154,0,0,0
2014-04-11,0.1519521632083567,1,1,0
2014-04-12,0.001436156534048985,0,0,0
2014-04-13,-0.01366808036765385,0,0,0
2014-04-14,0.09791247489489029,0,0,0
2014-04-15,0.1279965978785108,0,0,0
2014-04-16,0.01722966919931029,0,0,0
2014-04-17,-0.06795066190850778,0,0,0
2014-04-18,-0.03325060858009427,0,0,0
2014-04-19,0.0476119964903761,0,0,0
2014-04-20,-0.008477236768588739,0,0,0
2014-04-21,-0.00938278039504678,0,0,0
2014-04-22,-0.01599990593400389,0,0,0
2014-04-23,0.005495200218180867,0,0,0
2014-04-24,0.01374703189981361,0,0,0
2014-04-25,-0.07445961461253947,0,0,0
2014-04-26,-0.01097241611583727,0,0,0
2014-04-27,-0.03561667342467976,0,0,0
2014-04-28,-0.002289786945719245,0,0,0
2014-04-29,0.01442895322443664,0,0,0
2014-04-30,0.003888025929369883,0,0,0
2014-05-01,0.02243096703306821,0,0,0
2014-05-02,-0.02586023566338766,0,0,0
2014-05-03,-0.02151656323127628,0,0,0
2014-05-04,-0.0002076093081405684,0,0,0
2014-05-05,-0.0112793574856237,0,0,0
2014-05-06,-0.005404531175047509,0,0,0
2014-05-07,0.02895278968299261,0,0,0
2014-05-08,-0.004418351151825805,0,0,0
2014-05-09,0.0228973657058802,0,0,0
2014-05-10,0.01113724726690151,0,0,0
2014-05-11,-0.03650700982099731,0,0,0
2014-05-12,0.006640318284108485,0,0,0
2014-05-13,-0.004301229113983705,0,0,0
2014-05-14,0.01574914660549439,0,0,0
2014-05-15,7.428277448915763e-06,0,0,0
2014-05-16,0.002057532924000485,0,0,0
2014-05-17,0.001544974187199522,0,0,0
2014-05-18,-0.003685121666063049,0,0,0
2014-05-19,-0.0007731257126439851,0,0,0
2014-05-20,0.08534728786443668,1,1,0
2014-05-21,0.01101649465926204,0,0,0
2014-05-22,0.0669367257972627,0,0,0
2014-05-23,0.003565527169825368,0,0,0
2014-05-24,-0.002609245060307061,0,0,0
2014-05-25,0.08475373654199955,0,0,0
2014-05-26,0.0178333956194765,0,0,0
2014-05-27,-0.01766076559180196,0,0,0
2014-05-28,0.003642858460785261,0,0,0
2014-05-29,-0.01107193993956123,0,0,0
2014-05-30,0.09428148363054745,1,1,0
2014-05-31,-0.001041681274516869,0,0,0
2014-06-01,0.03119519604684045,0,0,0
2014-06-02,0.02506479302142878,0,0,0
2014-06-03,0.01655647372381631,0,0,0
2014-06-04,-0.040026691956307,0,0,0
2014-06-05,0.02604151998163311,0,0,0
2014-06-06,-0.01449444918950439,0,0,0
2014-06-07,0.004734622906100709,0,0,0
2014-06-08,-0.002781180068832051,0,0,0
2014-06-09,-0.009264689414920197,0,0,0
2014-06-10,0.007968878370253174,0,0,0
2014-06-11,-0.02974200640803496,0,0,0
2014-06-12,-0.1051101735742115,0,0,0
2014-06-13,0.04736109684976161,0,0,0
2014-06-14,-0.04238684464716491,0,0,0
2014-06-15,0.02324804789937956,0,0,0
2014-06-16,0.01549442952895075,0,0,0
2014-06-17,0.02440492011994397,0,0,0
2014-06-18,-0.00490082982917951,0,0,0
2014-06-19,-0.01803972722801753,0,0,0
2014-06-20,-0.005633237882595942,0,0,0
2014-06-21,0.002034518771824642,0,0,0
2014-06-22,0.006372812649897214,0,0,0
2014-06-23,-0.01505025508359091,0,0,0
2014-06-24,-0.006389577186818829,0,0,0
2014-06-25,-0.03662187984935276,0,0,0
2014-06-26,0.03175389112737904,0,0,0
2014-06-27,0.03167123170945177,0,0,0
2014-06-28,-0.005640742990808724,0,0,0
2014-06-29,0.006061223892781954,0,0,0
2014-06-30,0.06354722111914236,0,0,0
2014-07-01,0.009643592279482667,0,0,0
2014-07-02,0.006458788321548709,0,0,0
2014-07-03,-0.01214506209057379,0,0,0
2014-07-04,-0.02075957338025999,0,0,0
2014-07-05,0.0007212821824223783,0,0,0
2014-07-06,0.005436600131971532,0,0,0
2014-07-07,-0.01840519448689299,0,0,0
2014-07-08,0.0008914579961372811,0,0,0
2014-07-09,0.0001814212546030001,0,0,0
2014-07-10,-0.008147945869872506,0,0,0
2014-07-11,0.02521477525545602,0,0,0
2014-07-12,0.004435045362444766,0,0,0
2014-07-13,-0.009795758122908232,0,0,0
2014-07-14,-0.01486346534822806,0,0,0
2014-07-15,0.001208372528896448,0,0,0
2014-07-16,-0.007793405758092713,0,0,0
2014-07-17,0.01414283794721991,0,0,0
2014-07-18,0.006598558977182804,0,0,0
2014-07-19,-0.001344563391488531,0,0,0
2014-07-20,-0.009084116316674535,0,0,0
2014-07-21,-0.0009754740811296918,0,0,0
2014-07-22,-0.001456920106371599,0,0,0
2014-07-23,-0.001720039280969237,0,0,0
2014-07-24,-0.02978447329334331,0,0,0
2014-07-25,0.0004792045729313307,0,0,0
2014-07-26,-0.01058968261179237,0,0,0
2014-07-27,-0.005736094943125856,0,0,0
2014-07-28,-0.008676049882793527,0,0,0
2014-07-29,-0.006109740695521612,0,0,0
2014-07-30,-0.0366297521561911,0,0,0
2014-07-31,0.03915067529369638,0,0,0
2014-08-01,0.01815341153576896,0,0,0
2014-08-02,-0.009533692414043352,0,0,0
2014-08-03,-0.004528030006257425,0,0,0
2014-08-04,0.001357562129067365,0,0,0
2014-08-05,-0.00675926944563557,0,0,0
2014-08-06,0.001555013292550973,0,0,0
2014-08-07,0.006626364653130372,0,0,0
2014-08-08,0.006288244835852425,0,0,0
2014-08-09,-0.004748742300940531,0,0,0
2014-08-10,0.0006673870519412927,0,0,0
2014-08-11,-0.02598320618967027,0,0,0
2014-08-12,-0.01052587955394067,0,0,0
2014-08-13,-0.04273081417580368,0,0,0
2014-08-14,-0.07633952343800154,0,0,0
2014-08-15,-0.02294152540231165,0,0,0
2014-08-16,0.05678210745388108,1,1,0
2014-08-17,-0.05172305861079766,0,0,0
2014-08-18,-0.07313656173887031,0,0,0
2014-08-19,0.05142581836450055,0,0,0
2014-08-20,0.06018054776531404,0,0,0
2014-08-21,0.002755317310482785,0,0,0
2014-08-22,0.0004291124448052898,0,0,0
2014-08-23,-0.03804803702747086,0,0,0
2014-08-24,0.02298339436350964,0,0,0
2014-08-25,-0.01532503811828526,0,0,0
2014-08-26,0.02028209083242659,0,0,0
2014-08-27,-0.0003770498703398709,0,0,0
2014-08-28,-0.006942104406622874,0,0,0
2014-08-29,0.00232765986616474,0,0,0
2014-08-30,-0.01300757039087765,0,0,0
2014-08-31,-0.0438225320836037,0,0,0
2014-09-01,-0.008801262613896287,0,0,0
2014-09-02,-0.002369666862276021,0,0,0
2014-09-03,6.846284381965015e-05,0,0,0
2014-09-04,0.03074306762112824,0,0,0
2014-09-05,-0.01919031039586395,0,0,0
2014-09-06,0.004397050803319378,0,0,0
2014-09-07,-0.003647710343941957,0,0,0
2014-09-08,-0.01991707353258386,0,0,0
2014-09-09,0.001333787742855105,0,0,0
2014-09-10,0.0112977975273143,0,0,0
2014-09-11,-0.001544429710802179,0,0,0
2014-09-12,-0.005662785574419394,0,0,0
2014-09-13,0.004872763747880046,0,0,0
2014-09-14,-0.002537453389852694,0,0,0
2014-09-15,-0.003721572266180019,0,0,0
2014-09-16,-0.02231502270894871,0,0,0
2014-09-17,-0.01737627318955727,0,0,0
2014-09-18,-0.07076327857001645,0,0,0
2014-09-19,-0.07422965736693958,0,0,0
2014-09-20,0.03802070640373829,1,1,0
2014-09-21,-0.02951939077468732,0,0,0
2014-09-22,0.004255216902421305,0,0,0
2014-09-23,0.08523746801462784,0,0,0
2014-09-24,-0.03002853650212157,0,0,0
2014-09-25,-0.03123076604792825,0,0,0
2014-09-26,-0.01257327496870096,0,0,0
2014-09-27,-0.01216790152798951,0,0,0
2014-09-28,-0.05691149361578954,0,0,0
2014-09-29,-0.007742894697389209,0,0,0
2014-09-30,0.03751557219532539,0,0,0
2014-10-01,-0.01680828661667414,0,0,0
2014-10-02,-0.02405659624871837,0,0,0
2014-10-03,-0.04300285399893664,0,0,0
2014-10-04,-0.0828126437036458,0,0,0
2014-10-05,-0.008488066039151228,0,0,0
2014-10-06,0.01107315853644491,0,0,0
2014-10-07,0.00906594982228226,0,0,0
2014-10-08,0.06326985094912504,0,0,0
2014-10-09,0.01406318419973815,0,0,0
2014-10-10,-0.002346533655801253,0,0,0
2014-10-11,0.005466704453375763,0,0,0
2014-10-12,0.03994765720913399,0,0,0
2014-10-13,0.03382138828486526,0,0,0
2014-10-14,0.02865242388215193,0,0,0
2014-10-15,-0.0154309540424505,0,0,0
2014-10-16,-0.03317828994747835,0,0,0
2014-10-17,0.002372567172667513,0,0,0
2014-10-18,0.02293757719060404,0,0,0
2014-10-19,-0.005595706590781666,0,0,0
2014-10-20,-0.01871675775004374,0,0,0
2014-10-21,0.006937462075357054,0,0,0
2014-10-22,-0.007800198187613814,0,0,0
2014-10-23,-0.06321069934902811,0,0,0
2014-10-24,-0.00529896703430716,0,0,0
2014-10-25,-0.02078074861044022,0,0,0
2014-10-26,0.009059782404782675,0,0,0
2014-10-27,-0.005436971537230547,0,0,0
2014-10-28,0.009355736525414729,0,0,0
2014-10-29,-0.05380586775066126,0,0,0
2014-10-30,0.03108928532305219,0,0,0
2014-10-31,-0.02081506155966713,0,0,0
2014-11-01,-0.03818919364777994,0,0,0
2014-11-02,2.685345560125674e-05,0,0,0
2014-11-03,3.086515016169869e-05,0,0,0
2014-11-04,0.01231082936754157,0,0,0
2014-11-05,0.02880300361127451,0,0,0
2014-11-06,0.02983830042891534,0,0,0
2014-11-07,-0.01911849829462181,0,0,0
2014-11-08,0.008598118361008707,0,0,0
2014-11-09,0.05441071489740611,1,1,0
2014-11-10,0.0009375028028651128,0,0,0
2014-11-11,0.006535030758201058,0,0,0
2014-11-12,0.1338208836962262,1,1,0
2014-11-13,-0.00928858768296579,0,0,0
2014-11-14,-0.0480695557321514,0,0,0
2014-11-15,-0.04639443535299093,0,0,0
2014-11-16,0.02692260129376079,0,0,0
2014-11-17,-0.007050431439257378,0,0,0
2014-11-18,-0.02640879600445259,0,0,0
2014-11-19,0.005108726979455366,0,0,0
2014-11-20,-0.05847099259882802,0,0,0
2014-11-21,-0.01702862919714646,0,0,0
2014-11-22,0.006168079176442232,0,0,0
2014-11-23,0.04241489954379838,0,0,0
2014-11-24,0.02944378051864892,0,0,0
2014-11-25,-0.006623487988396585,0,0,0
2014-11-26,-0.02559335604784775,0,0,0
2014-11-27,0.007305804381970711,0,0,0
2014-11-28,0.02281561647258141,0,0,0
2014-11-29,-0.005282517244675071,0,0,0
2014-11-30,0.004010987003265253,0,0,0
2014-12-01,0.007981935623834369,0,0,0
2014-12-02,0.0049622518813575,0,0,0
2014-12-03,-0.01925670222157038,0,0,0
2014-12-04,-0.01582830589150373,0,0,0
2014-12-05,0.02189375976722987,0,0,0
2014-12-06,-0.007220883318473819,0,0,0
2014-12-07,0.002077210388677433,0,0,0
2014-12-08,-0.03537625595845442,0,0,0
2014-12-09,-0.02949561133654242,0,0,0
2014-12-10,-0.01131430219003077,0,0,0
2014-12-11,-0.0002042743137747249,0,0,0
2014-12-12,0.01315290341969444,0,0,0
2014-12-13,-0.01149678035559893,0,0,0
2014-12-14,0.007594461522384685,0,0,0
2014-12-15,-0.01588523042630206,0,0,0
2014-12-16,-0.04778751854557647,0,0,0
2014-12-17,-0.02998856091047851,0,0,0
2014-12-18,-0.02883782693252316,0,0,0
2014-12-19,0.02478984916250091,0,0,0
2014-12-20,0.03476678998024269,0,0,0
2014-12-21,-0.02861018092646294,0,0,0
2014-12-22,0.03198673652875922,0,0,0
2014-12-23,0.01230402835142468,0,0,0
2014-12-24,-0.03589731998777528,0,0,0
2014-12-25,-0.0125805894379296,0,0,0
2014-12-26,0.02957708303352872,0,0,0
2014-12-27,-0.0409500732057988,0,0,0
2014-12-28,0.006094536175608121,0,0,0
2014-12-29,-0.01226482652649737,0,0,0
2014-12-30,-0.008202874911463797,0,0,0
2014-12-31,0.02326953960957984,0,0,0
2015-01-01,-0.01072913545589594,0,0,0
2015-01-02,0.001444852408609102,0,0,0
2015-01-03,-0.09282254680276844,1,0,1
2015-01-04,-0.09371464695686783,0,0,0
2015-01-05,0.04600216493368341,0,0,0
2015-01-06,0.04352256838834791,0,0,0
2015-01-07,0.0361287184366086,0,0,0
2015-01-08,-0.03936233823542153,0,0,0
2015-01-09,0.01784390675680346,0,0,0
2015-01-10,-0.05333871450253373,0,0,0
2015-01-11,-0.02713391267306939,0,0,0
2015-01-12,0.004368206501160216,0,0,0
2015-01-13,-0.1921721574488956,1,0,1
2015-01-14,-0.2517796176361687,0,0,0
2015-01-15,0.2013971850167017,1,1,0
2015-01-16,-0.02276861030107302,0,0,0
2015-01-17,-0.03121143813047336,0,0,0
2015-01-18,0.04651144835715451,0,0,0
2015-01-19,0.02623693058649064,0,0,0
2015-01-20,-0.01896877243496034,0,0,0
2015-01-21,0.06229663673470772,0,0,0
2015-01-22,0.03507231175814279,0,0,0
2015-01-23,0.003680906844004015,0,0,0
2015-01-24,0.06321517855968149,0,0,0
2015-01-25,0.02288404579061542,0,0,0
2015-01-26,0.06648191060505092,0,0,0
2015-01-27,-0.04544442370613732,0,0,0
2015-01-29,-0.1087053987224456,0,0,0
2015-01-30,-0.01690330698877447,0,0,0
2015-01-31,-0.04752665720316221,0,0,0
2015-02-01,0.03712571280101344,0,0,0
2015-02-02,0.05899168616270242,0,0,0
2015-02-03,-0.06013168402208752,0,0,0
2015-02-04,-0.003117966224495905,0,0,0
2015-02-05,-0.03797056895581363,0,0,0
2015-02-06,0.02537045428858904,0,0,0
2015-02-07,0.02098356191655689,0,0,0
2015-02-08,-0.01910252722871655,0,0,0
2015-02-09,-0.01270405708205798,0,0,0
2015-02-10,0.002528013798089602,0,0,0
2015-02-11,-0.007066399019971182,0,0,0
2015-02-12,0.01335009670647398,0,0,0
2015-02-13,0.05960565979381863,0,0,0
2015-02-14,0.09439734503568431,0,0,0
2015-02-15,-0.1058391213616496,0,0,0
2015-02-16,0.01247019621460021,0,0,0
2015-02-17,0.02733120954362309,0,0,0
2015-02-18,-0.03284016982894738,0,0,0
2015-02-19,0.02389976862304399,0,0,0
2015-02-20,0.01562149513573043,0,0,0
2015-02-21,0.0002613533036333651,0,0,0
2015-02-22,-0.03583005619713232,0,0,0
2015-02-23,0.01088878062472778,0,0,0
2015-02-24,0.002514348727754967,0,0,0
2015-02-25,-0.005685263283630196,0,0,0
2015-02-26,-0.005097028790928647,0,0,0
2015-02-27,0.07238016550940432,0,0,0
2015-02-28,-0.001182270340837018,0,0,0
2015-03-01,0.01607054718279065,0,0,0
2015-03-02,0.04645413539482654,0,0,0
2015-03-03,0.03873705147445354,0,0,0
2015-03-04,-0.02747391905613212,0,0,0
2015-03-05,0.006593862146039176,0,0,0
2015-03-06,-0.009080291672857729,0,0,0
2015-03-07,0.01183874091650386,0,0,0
2015-03-08,-0.003659426455267548,0,0,0
2015-03-09,0.05221397481686426,0,0,0
2015-03-10,0.003485157290217143,0,0,0
2015-03-11,0.01929318318830761,0,0,0
2015-03-12,-0.006919046734424185,0,0,0
2015-03-13,-0.02022143393548142,0,0,0
2015-03-14,-0.02299490353859938,0,0,0
2015-03-15,0.01332451537511716,0,0,0
2015-03-16,0.01679335906136513,0,0,0
2015-03-17,-0.02000747048021382,0,0,0
2015-03-18,-0.106564729774174,1,0,1
2015-03-19,0.01705788282329294,0,0,0
2015-03-20,0.003470076692228517,0,0,0
2015-03-21,-0.005448157529155935,0,0,0
2015-03-22,0.03151555753842797,0,0,0
2015-03-23,-0.006634779191957314,0,0,0
2015-03-24,-0.08165527724088176,0,0,0
2015-03-25,0.004491303933439624,0,0,0
2015-03-26,0.005216371271125063,0,0,0
2015-03-27,-0.001665228152911852,0,0,0
2015-03-28,0.01964056128408351,0,0,0
2015-03-29,-0.0410452393024888,0,0,0
2015-03-30,0.01895050215779328,0,0,0
2015-03-31,-0.01336290405118625,0,0,0
2015-04-01,0.01431036734705057,0,0,0
2015-04-02,0.02230233095986318,0,0,0
2015-04-03,0.005066382199274034,0,0,0
2015-04-04,-0.001189086114099383,0,0,0
2015-04-05,0.0249139111951065,0,0,0
2015-04-06,-0.01665038579791718,0,0,0
2015-04-07,-0.008708908874586613,0,0,0
2015-04-08,-0.03593540467904845,0,0,0
2015-04-09,-0.004391012581023949,0,0,0
2015-04-10,-0.03632337155411635,0,0,0
2015-04-11,0.008173720819668547,0,0,0
2015-04-12,-0.003013627977476291,0,0,0
2015-04-13,-0.05131682652735284,0,0,0
2015-04-14,-0.0269139682988827,0,0,0
2015-04-15,0.02275119695495823,0,0,0
2015-04-16,0.02209946980614464,0,0,0
2015-04-17,-0.02478881592710756,0,0,0
2015-04-18,0.002409506542555252,0,0,0
2015-04-19,-0.001222974385372488,0,0,0
2015-04-20,0.007281630098401133,0,0,0
2015-04-21,0.04522865086630582,1,1,0
2015-04-22,-0.003867936721105251,0,0,0
2015-04-23,0.005940043165438846,0,0,0
2015-04-24,-0.01796513820496046,0,0,0
2015-04-25,-0.02201457084550153,0,0,0
2015-04-26,-0.03352806818130738,0,0,0
2015-04-27,0.04503199679513302,0,0,0
2015-04-28,-0.01289675712408403,0,0,0
2015-04-29,0.001574262663655493,0,0,0
2015-04-30,0.04424169613977546,0,0,0
2015-05-01,-0.01484372118029845,0,0,0
2015-05-02,0.0103271597708041,0,0,0
2015-05-03,0.01989673632572472,0,0,0
2015-05-04,-0.003806603955092118,0,0,0
2015-05-05,-0.01250237087492943,0,0,0
2015-05-06,-0.02656265323695381,0,0,0
2015-05-07,0.03013041103884135,0,0,0
2015-05-08,0.02835557987259779,0,0,0
2015-05-09,-0.008759115097795906,0,0,0
2015-05-10,-0.008220182815478119,0,0,0
2015-05-11,0.009537979443664895,0,0,0
2015-05-12,-0.001372449242520252,0,0,0
2015-05-13,-0.02532471939593387,0,0,0
2015-05-14,0.005187403901420177,0,0,0
2015-05-15,0.001210906410813069,0,0,0
2015-05-16,-0.004282317706701573,0,0,0
2015-05-17,0.0004516348325347312,0,0,0
2015-05-18,-0.01540493550591617,0,0,0
2015-05-19,-0.002287153388938196,0,0,0
2015-05-20,0.009027672479666658,0,0,0
2015-05-21,0.005847054318895499,0,0,0
2015-05-22,0.02315474082217466,0,0,0
2015-05-23,-0.007926424643963146,0,0,0
2015-05-24,0.009197742458158471,0,0,0
2015-05-25,-0.01588016392173837,0,0,0
2015-05-26,0.0002362413133875476,0,0,0
2015-05-27,-0.001123170542545181,0,0,0
2015-05-28,0.001089485353372722,0,0,0
2015-05-29,-0.00176036609817812,0,0,0
2015-05-30,-0.01536259892313439,0,0,0
2015-05-31,-0.01631825769735978,0,0,0
2015-06-01,-0.02808463590675926,0,0,0
2015-06-02,0.0107822666140703,0,0,0
2015-06-03,-0.001132924106676094,0,0,0
2015-06-04,-0.005819106889050575,0,0,0
2015-06-05,0.00252385824750074,0,0,0
2015-06-06,0.002433615656294697,0,0,0
2015-06-07,-0.007454625096304692,0,0,0
2015-06-08,0.02248783183009863,0,0,0
2015-06-09,0.003601270249426516,1,1,0
2015-06-10,-0.002286445069594324,0,0,0
2015-06-11,0.004062005447937096,0,0,0
2015-06-12,0.002535768356621694,0,0,0
2015-06-13,0.009120254119480095,0,0,0
2015-06-14,0.004452094022786841,0,0,0
2015-06-15,0.01500741527381638,0,0,0
2015-06-16,0.05444717273569818,1,1,0
2015-06-17,-0.01116059220512359,0,0,0
2015-06-18,0.003456350932787794,0,0,0
2015-06-19,-0.02260421617757443,0,0,0
2015-06-20,0.01014887554644217,0,0,0
2015-06-21,-0.006045316674528127,0,0,0
2015-06-22,0.0133658319436418,0,0,0
2015-06-23,-0.01396971291176309,0,0,0
2015-06-24,-0.01367070688769892,0,0,0
2015-06-25,0.008029614090756785,0,0,0
2015-06-26,2.062030836494476e-05,0,0,0
2015-06-27,0.03301476941708108,0,0,0
2015-06-28,-0.009122526694451433,0,0,0
2015-06-29,0.0315444370861639,0,0,0
2015-06-30,0.02353041472841127,0,0,0
2015-07-01,-0.01885191883187495,0,0,0
2015-07-02,-0.01113746119727963,0,0,0
2015-07-03,0.001989935550964768,0,0,0
2015-07-04,0.02038179388636833,0,0,0
2015-07-05,0.03999034479351199,0,0,0
2015-07-06,-0.009062188280611385,0,0,0
2015-07-07,-0.01202513210853656,0,0,0
2015-07-08,0.01580812160120645,0,0,0
2015-07-09,-0.002674871204317897,0,0,0
2015-07-10,0.05825463565838288,1,1,0
2015-07-11,0.02381214215787233,0,0,0
2015-07-12,0.06081048883523157,1,1,0
2015-07-13,-0.06501693234341417,1,0,1
2015-07-14,-0.01385743950631669,0,0,0
2015-07-15,-0.009520375019069473,0,0,0
2015-07-16,-0.02593334178527752,0,0,0
2015-07-17,0.006099257377087784,0,0,0
2015-07-18,-0.01406861540300515,0,0,0
2015-07-19,-0.006131028970192621,0,0,0
2015-07-20,0.01614145640436702,0,0,0
2015-07-21,-0.008339639722568917,0,0,0
2015-07-22,0.004473500445137865,0,0,0
2015-07-23,-0.002037373316851272,0,0,0
2015-07-24,0.04550392269409152,0,0,0
2015-07-25,-0.0001960989589629672,0,0,0
2015-07-26,0.01143143656397103,0,0,0
2015-07-27,0.00311828603104039,0,0,0
2015-07-28,0.004699909658561641,0,0,0
2015-07-29,-0.01810135256870622,0,0,0
2015-07-30,-0.006542909748535935,0,0,0
2015-07-31,-0.01107976530890926,0,0,0
2015-08-01,-0.01054147945063691,0,0,0
2015-08-02,0.003645981186897,0,0,0
2015-08-03,0.0003661416675014829,0,0,0
2015-08-04,0.008512895261198535,0,0,0
2015-08-05,-0.01003556904461535,0,0,0
2015-08-06,-0.01211160598971885,0,0,0
2015-08-07,0.001780392142125118,0,0,0
2015-08-08,-0.06953479823816958,0,0,0
2015-08-09,0.01731550809301913,0,0,0
2015-08-10,-0.002880317818593434,0,0,0
2015-08-11,0.02357840578990053,0,0,0
2015-08-12,-0.008014486904454492,0,0,0
2015-08-13,-0.0152694818243922,0,0,0
2015-08-14,0.00556857020705125,0,0,0
2015-08-15,-0.01770148719429758,0,0,0
2015-08-16,-0.01026624177294138,0,0,0
2015-08-17,-0.002922629368474782,0,0,0
2015-08-18,-0.015630537377285,0,0,0
2015-08-19,-0.1133333321322424,0,0,0
2015-08-20,0.03768459717939814,0,0,0
2015-08-21,-0.009874369880774078,0,0,0
2015-08-22,-0.01379753067077205,0,0,0
2015-08-23,-0.008341083368417934,0,0,0
2015-08-24,-0.07847360839991598,0,0,0
2015-08-25,0.05209023715729175,0,0,0
2015-08-26,0.01763747008060179,0,0,0
2015-08-27,-0.01024556244250697,0,0,0
2015-08-28,0.0382244139126189,0,0,0
2015-08-29,-0.01386597127974974,0,0,0
2015-08-30,-0.001757147486677056,0,0,0
2015-08-31,0.008778494131190378,0,0,0
2015-09-01,-0.01275055481645337,0,0,0
2015-09-02,0.00649269874776059,0,0,0
2015-09-03,-0.009125549972514265,0,0,0
2015-09-04,0.01526517832666748,0,0,0
2015-09-05,0.02021839937382478,0,0,0
2015-09-06,0.01848374892834593,0,0,0
2015-09-07,0.00572982639149266,0,0,0
2015-09-08,0.01262541775179758,0,0,0
2015-09-09,-0.02331758617373784,0,0,0
2015-09-10,0.003486735303508431,0,0,0
2015-09-11,0.005115108157298664,0,0,0
2015-09-12,-0.02144062784393946,0,0,0
2015-09-13,-0.01892992416052548,0,0,0
2015-09-14,-0.001279750684086698,0,0,0
2015-09-15,-0.001296178715070513,0,0,0
2015-09-16,-0.00631710842779467,0,0,0
2015-09-17,0.01856908149986153,0,0,0
2015-09-18,-0.001685659397207504,0,0,0
2015-09-19,-0.004661942716924103,0,0,0
2015-09-20,-0.002656663892347659,0,0,0
2015-09-21,-0.01840692949510945,0,0,0
2015-09-22,0.01503438415907907,0,0,0
2015-09-23,-7.525847264960896e-05,0,0,0
2015-09-24,0.01750702822426307,0,0,0
2015-09-25,0.004483671695503027,0,0,0
2015-09-26,-0.001911802937380033,0,0,0
2015-09-27,-0.007245797622517971,0,0,0
2015-09-28,0.0272910272672254,1,1,0
2015-09-29,-0.00860567066393095,0,0,0
2015-09-30,-0.004986144111559663,0,0,0
2015-10-01,0.007132000813974896,0,0,0
2015-10-02,-0.002006337159442585,0,0,0
2015-10-03,0.007191917459374036,0,0,0
