Date,Positive Event Days Elapsed,Probability,Distribution,Parameters
2017-01-16,12,0.2403124596423947,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-17,13,0.2553436170557895,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-18,14,0.2699534251521767,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-19,15,0.2841771181489444,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-20,16,0.29804414646144894,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-21,17,0.3115794428250244,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-22,18,0.3248043506532887,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-23,19,0.337737319242314,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-24,20,0.3503944340269931,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-25,21,0.3627898276094393,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-26,22,0.3749360029590635,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-27,23,0.3868440908166877,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-28,24,0.3985240570604188,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-29,25,0.4099848714979917,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-30,26,0.4212346465566478,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-01-31,27,0.432280752217886,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-01,28,0.44312991201411933,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-02,29,0.4537882837857924,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-03,30,0.46426152806928556,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-04,31,0.4745548663652588,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-05,32,0.4846731310667811,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-06,33,0.4946208084665491,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-07,34,0.5044020759842553,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-08,35,0.514020834538214,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-09,36,0.5234807368148005,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-10,37,0.5327852120541392,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-11,38,0.5419374878626475,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-12,39,0.5509406094764192,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-13,40,0.5597974568293776,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-14,41,0.568510759723154,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-15,42,0.5770831113490253,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-16,43,0.5855169803739073,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-17,44,0.59381472177069,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-18,45,0.6019785865468814,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-19,46,0.6100107305035356,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-20,47,0.6179132221380272,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-21,48,0.6256880497887201,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-22,49,0.6333371281064847,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-23,50,0.6408623039268921,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-24,51,0.6482653616074554,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-25,52,0.6555480278862029,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-26,53,0.6627119763109379,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-27,54,0.6697588312825804,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-02-28,55,0.6766901717508484,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-01,56,0.6835075345960904,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-02,57,0.6902124177272225,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-03,58,0.6968062829223733,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-04,59,0.7032905584359098,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-05,60,0.7096666413929658,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-06,61,0.7159358999903489,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-07,62,0.7220996755207355,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-08,63,0.7281592842353328,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-09,64,0.7341160190586502,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-10,65,0.7399711511676816,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-11,66,0.7457259314465952,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-12,67,0.7513815918269635,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-13,68,0.7569393465226284,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-14,69,0.7624003931674463,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-15,70,0.7677659138634101,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-16,71,0.773037076145974,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-17,72,0.7782150338728007,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-18,73,0.7833009280416166,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-19,74,0.7882958875423693,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-20,75,0.7932010298484511,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-21,76,0.7980174616513526,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-22,77,0.8027462794427616,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-23,78,0.8073885700477978,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-24,79,0.8119454111127827,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-25,80,0.8164178715506836,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-26,81,0.8208070119471308,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-27,82,0.0,exponpow,"{'b': 0.7135502638301912, 'loc': 0.9999999999999998, 'scale': 79.9583656012394}"
2017-03-28,1,7.927704545112248e-10,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-03-29,2,0.031064314674771918,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-03-30,3,0.05681247615545476,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-03-31,4,0.08058144347849262,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-01,5,0.10300019090349272,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-02,6,0.12436161660480426,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-03,7,0.14483773699283495,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-04,8,0.16454294399773156,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-05,9,0.1835595675055591,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-06,10,0.20195021814841313,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-07,11,0.21976448664418746,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-08,12,0.23704289739238524,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-09,13,0.2538193938579075,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-10,14,0.2701229803753176,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-11,15,0.28597885097547404,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-12,16,0.30140919158072654,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-13,17,0.3164337661349535,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-14,18,0.3310703551347636,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-15,19,0.3453350905194301,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-16,20,0.3592427160311084,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-17,21,0.37280679285121815,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-18,22,0.38603986430979415,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-19,23,0.398953589481459,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-20,24,0.4115588527795218,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-21,25,0.42386585478827055,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-22,26,0.43588418825309855,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-23,27,0.44762290220069795,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-24,28,0.45909055647133606,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-25,29,0.4702952684353288,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-26,30,0.48124475328434113,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-27,31,0.49194635899932704,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-28,32,0.5024070968759196,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-29,33,0.5126336683172432,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-04-30,34,0.5226324884708647,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-01,35,0.5324097071816937,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-02,36,0.5419712276494602,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-03,37,0.5513227231128791,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-04,38,0.5604696518290719,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-05,39,0.5694172705734166,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-06,40,0.5781706468496288,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-07,41,0.5867346699708316,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-08,42,0.5951140611484378,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-09,43,0.6033133827057975,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-10,44,0.611337046517023,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-11,45,0.619189321757538,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-12,46,0.6268743420412264,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-13,47,0.6343961120092229,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-14,48,0.6417585134270101,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-15,49,0.6489653108393832,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-16,50,0.656020156826747,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-17,51,0.662926596900991,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-18,52,0.6696880740747041,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-19,53,0.6763079331335881,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-20,54,0.6827894246385838,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-21,55,0.6891357086812925,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-22,56,0.6953498584137221,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-23,57,0.0,gamma,"{'a': 0.883664917849555, 'loc': 0.9999999974712825, 'scale': 52.94927924559735}"
2017-05-24,1,1.33196995195953e-13,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-05-25,2,0.03927375737735582,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-05-26,3,0.0652338977811953,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-05-27,4,0.08774894401057413,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-05-28,5,0.10826389238370962,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-05-29,6,0.1273936851932401,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-05-30,7,0.14547410948996645,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-05-31,8,0.16271431751619594,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-01,9,0.1792558607996027,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-02,10,0.19520021347974711,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-03,11,0.2106232675167367,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-04,12,0.2255836602465792,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-05,13,0.2401278826832165,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-06,14,0.25429357810400055,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-07,15,0.26811176199909664,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-08,16,0.2816083679004755,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-09,17,0.29480535502234195,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-10,18,0.3077215214849424,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-11,19,0.32037311404329555,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-12,20,0.3327742936781124,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-13,21,0.3449374968842637,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-14,22,0.3568737200453564,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-15,23,0.36859274613224996,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-16,24,0.3801033274979952,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-17,25,0.39141333479874685,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-18,26,0.4025298794577612,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-19,27,0.4134594152346748,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-20,28,0.4242078231245713,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-21,29,0.434780482832856,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-22,30,0.44518233334686985,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-23,31,0.4554179245813934,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-24,32,0.4654914616628649,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-25,33,0.4754068431012889,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-26,34,0.4851676938545463,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-27,35,0.4947773940992649,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-28,36,0.504239104372505,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-29,37,0.5135557876296978,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-06-30,38,0.5227302286694022,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-01,39,0.5317650512991878,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-02,40,0.5406627335552536,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-03,41,0.5494256212381861,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-04,42,0.5580559399861594,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-05,43,0.5665558060730662,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-06,44,0.5749272360910904,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-07,45,0.5831721556539904,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-08,46,0.5912924072379508,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-09,47,0.5992897572605882,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-10,48,0.6071659024849818,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-11,49,0.6149224758240297,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-12,50,0.6225610516105825,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-13,51,0.6300831503904474,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-14,52,0.6374902432881927,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-15,53,0.6447837559895475,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-16,54,0.6519650723789191,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-17,55,0.0,exponpow,"{'b': 0.7327228430464068, 'loc': 0.9999999999999998, 'scale': 82.9041736364808}"
2017-07-18,1,3.4526775311396606e-13,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-19,2,0.04538272639883831,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-20,3,0.07352458173021899,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-21,4,0.09746409928890849,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-22,5,0.11900399036909183,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-23,6,0.13890092469086815,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-24,7,0.15756440997627946,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-25,8,0.17524787048391569,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-26,9,0.19212197625172933,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-27,10,0.20830860612640167,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-28,11,0.2238986378311977,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-29,12,0.23896212154778781,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-30,13,0.25355449573356975,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-07-31,14,0.2677205867251102,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-08-01,15,0.2814972919869648,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-08-02,16,0.2949154432266414,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-08-03,17,0.30800113791237543,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-08-04,18,0.3207767145342639,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-08-05,19,0.33326148221216934,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-08-06,20,0.3454722766871508,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
2017-08-07,21,0.3574238909357126,exponpow,"{'b': 0.6969082623798473, 'loc': 0.9999999999999999, 'scale': 84.5324441993649}"
