Date,price,market_cap,total_volume,r_price,d_r_price,Event,Positive Event,Negative Event,Positive Event Days Elapsed
2016-08-06,587.634999999999,9283768001.27999,781499291.615411,0.01993966732550164,0.02092854156908689,0,0,0,70
2016-08-07,592.6675,9364319558.91,1119146426.82317,0.008527526623680368,-0.01141214070182127,0,0,0,71
2016-08-08,590.7125,9334500359.09999,732938493.489153,-0.003304098055690273,-0.01183162467937064,0,0,0,72
2016-08-09,585.302499999999,9249860835.68999,764158462.476601,-0.009200627821394533,-0.005896529765704261,0,0,0,73
2016-08-10,592.266843297098,9361030948.51956,787203551.078336,0.01182847453803424,0.02102910235942877,0,0,0,74
2016-08-11,587.6138,9288488901.6216,332761748.884169,-0.007887352751803103,-0.01971582728983734,0,0,0,75
2016-08-12,586.529999999999,9272434001.03999,332148000.222309,-0.001846111707632015,0.006041241044171087,0,0,0,76
2016-08-13,584.468868334606,9241013898.48373,528917329.609781,-0.003520300232013204,-0.001674188524381189,0,0,0,77
2016-08-14,570.736699999999,9024984099.85559,800709328.020762,-0.02377553498202462,-0.02025523475001141,0,0,0,78
2016-08-15,567.734283659434,8978508769.85757,689576137.496228,-0.005274483661511258,0.01850105132051336,0,0,0,79
2016-08-16,578.223151102356,9145336947.42457,665471810.682053,0.01830636993135915,0.02358085359287041,0,0,0,80
2016-08-17,571.461914957742,9039235990.70367,509828615.057952,-0.01176202821591743,-0.03006839814727658,0,0,0,81
2016-08-18,572.268419848719,9053050627.41776,448162729.678269,0.001410306258580117,0.01317233447449754,0,0,0,82
2016-08-19,573.491990679434,9073411771.81616,404401760.594999,0.002135824007544037,0.0007255177489639201,0,0,0,83
2016-08-20,581.946273081213,9208301151.70559,449090940.593244,0.01463415839023936,0.01249833438269532,0,0,0,84
2016-08-21,580.587027137173,9187908144.1993,397848571.055158,-0.002338421726366316,-0.01697258011660568,0,0,0,85
2016-08-22,585.2175,9262302916.86,391991120.289231,0.007943865554668025,0.01028228728103434,0,0,0,86
2016-08-23,582.0038,9212472965.77439,602216568.659101,-0.005506596085319919,-0.01345046163998794,0,0,0,87
2016-08-24,577.888053162171,9148400141.82093,366732500.445058,-0.007096806655915837,-0.001590210570595918,0,0,0,88
2016-08-25,576.1163,9121223051.838,401309290.99276,-0.003070620226739824,0.004026186429176013,0,0,0,89
2016-08-26,578.103799999999,9153633133.98959,338221514.607389,0.003443887286957929,0.006514507513697752,0,0,0,90
2016-08-27,568.575,9003730818.6,445311513.390729,-0.01662020671356941,-0.02006409400052734,0,0,0,91
2016-08-28,573.5288,9083223370.0416,339737295.894274,0.008674922657964022,0.02529512937153343,0,0,0,92
2016-08-29,572.510228361708,9068122329.39408,381390186.594049,-0.001777551865656343,-0.01045247452362036,0,0,0,93
2016-08-30,576.08,9125715540.48,414583282.423625,0.006215938537826531,0.007993490403482875,0,0,0,94
2016-08-31,571.758282676303,9058256694.8504,335483654.445443,-0.007530220607795351,-0.01374615914562188,0,0,0,95
2016-09-01,571.59,9056523459.6,356532608.257275,-0.0002943681817131934,0.007235852426082157,0,0,0,96
2016-09-02,573.962499999999,9095188851.29999,378500484.520636,0.004142112023845261,0.004436480205558454,0,0,0,97
2016-09-03,596.195,9448393429.68,561496914.785098,0.03800373158635559,0.03386161956251033,1,1,0,98
2016-09-04,608.688799999999,9647700436.71359,884434073.869436,0.0207393407007212,-0.01726439088563439,0,0,0,1
2016-09-05,606.6438,9616262727.204,618185193.009476,-0.003365337077358804,-0.02410467777808,0,0,0,2
2016-09-06,610.683799999999,9681336387.39359,560341026.713076,0.00663751455627317,0.01000285163363197,0,0,0,3
2016-09-07,614.326488596219,9740198080.1181,597124132.722927,0.005947214267102346,-0.0006903002891708232,0,0,0,4
2016-09-08,625.4675,9917920559.61,1600702238.59289,0.01797284291578457,0.01202562864868222,0,0,0,5
2016-09-09,621.912499999999,9862631720.69999,850137524.771147,-0.005699962521495709,-0.02367280543728027,0,0,0,6
2016-09-10,623.0588,9881939361.4032,586796232.546707,0.00184148875389184,0.007541451275387549,0,0,0,7
2016-09-11,605.31541517908,9601743135.42833,1228662231.02679,-0.02889122677628414,-0.03073271553017598,0,0,0,8
2016-09-12,605.831205242032,9611117069.21902,973866198.69109,0.0008517384855595962,0.02974296526184374,0,0,0,9
2016-09-13,606.645,9625199430.6,699782155.293449,0.001342368413749059,0.0004906299281894625,0,0,0,10
2016-09-14,608.425,9654573079.5,619105285.975445,0.002929874448908182,0.001587506035159123,0,0,0,11
2016-09-15,605.5838,9610607638.9944,549080254.726038,-0.004680699492963504,-0.007610573941871686,0,0,0,12
2016-09-16,606.553365893691,9627042762.30875,546585886.127331,0.001599763009915641,0.006280462502879145,0,0,0,13
2016-09-17,605.3438,9609021664.30799,531090439.785241,-0.001996153352563004,-0.003595916362478645,0,0,0,14
2016-09-18,608.795,9664864143.0,1306045902.14131,0.005685032543413421,0.007681185895976425,0,0,0,15
2016-09-19,608.617634297324,9663034352.0913,1272958790.40607,-0.0002913814082982974,-0.005976413951711718,0,0,0,16
2016-09-20,607.768812563266,9650615110.17709,953214316.447545,-0.00139564506662899,-0.001104263658330693,0,0,0,17
2016-09-21,595.840249226434,9462412679.83216,1589139471.13427,-0.01982197423502337,-0.01842632916839438,0,0,0,18
2016-09-22,594.958799999999,9449414102.3184,994983745.482293,-0.001480433475313564,0.01834154075970981,0,0,0,19
2016-09-23,601.8925,9560527881.96,1471656057.19813,0.01158669848378015,0.01306713195909371,0,0,0,20
2016-09-24,601.2725,9551877467.34,1136053862.18483,-0.001030615177267734,-0.01261731366104788,0,0,0,21
2016-09-25,599.311299999999,9522044919.52559,1074112052.8808,-0.003267080139607834,-0.0022364649623401,0,0,0,22
2016-09-26,606.0970645363,9630957511.51781,1917754354.0926,0.01125898312761584,0.01452606326722367,0,0,0,23
2016-09-27,604.207499999999,9602128427.57999,1448434854.01947,-0.003122463761443833,-0.01438144688905967,0,0,0,24
2016-09-28,603.554999999999,9592874199.35999,1023325384.73864,-0.001080510553164099,0.002041953208279735,0,0,0,25
2016-09-29,604.6375,9611116960.35,1291135796.18145,0.001791933470307615,0.002872444023471713,0,0,0,26
2016-09-30,608.2575,9669703048.38,1177411408.0724,0.005969207142925934,0.004177273672618319,0,0,0,27
2016-10-01,614.059884517664,9763087934.55816,1673872374.02779,0.00949414313511374,0.003524935992187806,0,0,0,28
2016-10-02,610.3588,9705298188.7536,1018352266.65759,-0.006045474210172519,-0.01553961734528626,0,0,0,29
2016-10-03,611.960902656179,9731860020.79375,767820466.969153,0.002621414954113386,0.008666889164285905,0,0,0,30
2016-10-04,609.2425,9689785072.17,817050996.289242,-0.004452013710830567,-0.007073428664943952,0,0,0,31
2016-10-05,611.6363,9729061309.2156,915039145.888935,0.003921442599538101,0.008373456310368668,0,0,0,32
2016-10-06,610.98,9719787549.6,714618920.424261,-0.001073599399972722,-0.004995041999510823,0,0,0,33
2016-10-07,616.2188,9804216114.1392,1104537956.21287,0.008537869860344157,0.00961146926031688,0,0,0,34
2016-10-08,616.5338,9810492980.9568,793016113.751754,0.0005110514581042811,-0.008026818402239877,0,0,0,35
2016-10-09,614.6238,9781273121.4072,901840112.441068,-0.003102773409886089,-0.00361382486799037,0,0,0,36
2016-10-10,614.3138,9777010536.4368,1274169412.98247,-0.0005045008087881013,0.002598272601097988,0,0,0,37
2016-10-11,640.7,10198278180.0,2996984110.27539,0.04205545613357282,0.04255995694236092,1,1,0,38
2016-10-12,635.6163,10118464865.982,2475619341.36762,-0.00796624925145787,-0.05002170538503069,0,0,0,1
2016-10-13,634.622338804123,10103624253.9307,2099764690.76836,-0.001564999470780027,0.006401249780677843,0,0,0,2
2016-10-14,638.179999999999,10161283203.1199,1671558094.25165,0.005590295291839281,0.007155294762619308,0,0,0,3
2016-10-15,637.2088,10146912931.2,1644480561.89003,-0.00152298685345677,-0.007113282145296052,0,0,0,4
2016-10-16,640.186299999999,10195309967.3567,1454057375.20252,0.0046618393830301,0.00618482623648687,0,0,0,5
2016-10-17,637.4825,10153229676.24,1187159912.91951,-0.004232402068746738,-0.008894241451776839,0,0,0,6
2016-10-18,635.465,10122263522.22,2024277148.45775,-0.00316981130686041,0.001062590761886328,0,0,0,7
2016-10-19,628.4375,10011295942.5,1955775379.92818,-0.01112043440157235,-0.007950623094711938,0,0,0,8
2016-10-20,628.5425,10013934081.66,1803186001.03513,0.0001670670977170409,0.01128750149928939,0,0,0,9
2016-10-21,629.718799999999,10033936840.3247,1283400177.4939,0.00186972347108055,0.001702656373363509,0,0,0,10
2016-10-22,652.0875,10391486423.8499,3522949282.8122,0.03490538484052799,0.03303566136944744,0,0,0,11
2016-10-23,649.6263,10353442542.7968,3643525162.78122,-0.003781480895181018,-0.03868686573570901,0,0,0,12
2016-10-24,648.7663,10340849544.8076,3212766801.21308,-0.001324715075803272,0.002456765819377745,0,0,0,13
2016-10-25,652.6338,10403520542.2512,2499429907.05254,0.005943616241390629,0.007268331317193902,0,0,0,14
2016-10-26,673.4175,10735427840.76,4850797702.72528,0.03134931826858856,0.02540570202719793,0,0,0,15
2016-10-27,683.372499999999,10896021892.2899,5041475157.28717,0.0146746049796611,-0.01667471328892746,0,0,0,16
2016-10-28,687.558799999999,10963463344.9295,5069538565.89359,0.006107254261250605,-0.008567350718410499,0,0,0,17
2016-10-29,715.410324323216,11409389607.0783,6838400543.29788,0.03970890510388125,0.03360165084263064,0,0,0,18
2016-10-30,697.277362456057,11121149986.5377,5824289996.15498,-0.02567298912907556,-0.0653818942329568,1,0,1,19
2016-10-31,698.576299999999,11143032475.8779,6861251336.34638,0.001861137673412663,0.02753412680248822,0,0,0,20
2016-11-01,729.204999999999,11633474056.1999,5882440878.97131,0.04291049280597906,0.0410493551325664,0,0,0,21
2016-11-02,734.1638,11713747881.6912,4549460043.37951,0.006777264870398531,-0.03613322793558053,0,0,0,22
2016-11-03,686.061299999999,10947521327.7779,10469111039.3753,-0.06776518214657422,-0.07454244701697275,1,0,1,23
2016-11-04,702.11,11204614009.68,5929334120.52332,0.0231231045728776,0.09088828671945182,0,0,0,24
2016-11-05,704.022499999999,11236368065.3999,2146200087.78466,0.00272022896749398,-0.02040287560538362,0,0,0,25
2016-11-06,712.1263,11367022667.7144,2676516223.71412,0.01144496744650161,0.00872473847900763,0,0,0,26
2016-11-07,706.0925,11271922275.8699,3299753094.28938,-0.008509034580176003,-0.01995400202667761,0,0,0,27
2016-11-08,708.939999999999,11318680821.5999,3071821253.35633,0.004024647976069661,0.01253368255624566,0,0,0,28
2016-11-09,721.177499999999,11515479618.4199,4364284007.6703,0.01711439612217339,0.01308974814610373,0,0,0,29
2016-11-10,713.214143335343,11389753141.9778,3237455965.92221,-0.0111035762344929,-0.02821797235666629,0,0,0,30
2016-11-11,715.6425,11429941440.15,3576474207.69495,0.003399023987406019,0.01450260022189892,0,0,0,31
2016-11-12,703.76,11241603256.32,6291883753.80864,-0.0167433516476592,-0.02014237563506522,0,0,0,32
2016-11-13,702.346316980862,11220193117.6643,3720281492.57826,-0.002010777532801969,0.01473257411485723,0,0,0,33
2016-11-14,705.55,11279469101.2499,5335752435.40392,0.004551029092152436,0.006561806624954405,0,0,0,34
2016-11-15,712.158899800779,11386521351.124,7530105088.62944,0.009323419886119495,0.004772390793967059,0,0,0,35
2016-11-16,740.899354867916,11847684538.7251,9936150861.13763,0.03956373229123897,0.03024031240511947,0,0,0,36
2016-11-17,738.479999999999,11810455253.9999,5475859342.75674,-0.003270772999233431,-0.0428345052904724,0,0,0,37
2016-11-18,748.4263,11970910272.5825,3987706064.67461,0.01337871573607604,0.01664948873530947,0,0,0,38
2016-11-19,750.410048074912,12003962099.2021,3235133019.0516,0.002647052476122103,-0.01073166325995394,0,0,0,39
2016-11-20,728.3713,11652611522.3775,5039283039.97201,-0.02980884224468344,-0.03245589472080554,0,0,0,40
2016-11-21,736.504999999999,11783996774.9349,3192815797.46171,0.01110507909648928,0.04091392134117271,0,0,0,41
2016-11-22,748.1225,11971109864.2825,3267220913.65142,0.01565070987320325,0.004545630776713975,0,0,0,42
2016-11-23,741.166246517873,11861151745.2067,3775381682.63074,-0.009341780211539428,-0.02499249008474268,0,0,0,43
2016-11-24,736.748693723067,11791975961.2325,3798900330.48178,-0.005978105817367404,0.003363674394172024,0,0,0,44
2016-11-25,738.2039432073,11816670435.2008,2481664641.7581,0.001973283643157022,0.007951389460524426,0,0,0,45
2016-11-26,732.7338,11730463632.615,2391921659.3072,-0.007437661382140645,-0.009410945025297667,0,0,0,46
2016-11-27,727.757499999999,11652161720.3749,2688074106.3383,-0.006814582541723635,0.0006230788404170094,0,0,0,47
2016-11-28,731.842461358348,11719038707.9638,2451726073.73805,0.005597385765813204,0.01241196830753684,0,0,0,48
2016-11-29,731.81,11719891045.97,1904325475.82006,-4.435664778415072e-05,-0.005641742413597354,0,0,0,49
2016-11-30,742.358799999999,11890119632.9899,4489070914.74319,0.01431176681487466,0.01435612346265881,0,0,0,50
2016-12-01,753.055,12062849170.25,5522487160.40411,0.01430558205878455,-6.184756090106547e-06,0,0,0,51
2016-12-02,771.1713,12354385552.1631,4613958357.97286,0.02377226157238417,0.00946667951359962,0,0,0,52
2016-12-03,764.833823323915,12254501749.6765,2869024714.22965,-0.008251942056847409,-0.03202420362923158,0,0,0,53
2016-12-04,766.368799999999,12280532758.2655,3517012111.83186,0.002004930199161409,0.01025687225600882,0,0,0,54
2016-12-05,752.239999999999,12055567493.9999,3552862904.93821,-0.01860809404705401,-0.02061302424621542,0,0,0,55
2016-12-06,758.692499999999,12160418226.5624,3256985152.14153,0.00854113499617744,0.02714922904323145,0,0,0,56
2016-12-07,763.914999999999,12245767526.6249,2603948961.37486,0.006859969467550739,-0.001681165528626701,0,0,0,57
2016-12-08,768.674999999999,12323570551.8749,2683311953.24876,0.006211726953186938,-0.000648242514363801,0,0,0,58
2016-12-09,769.841299999999,12343519928.0049,3111825855.12998,0.001516136323562411,-0.004695590629624527,0,0,0,59
2016-12-10,773.126293384523,12397466677.5675,6551233315.76255,0.004258026366723928,0.002741890043161517,0,0,0,60
2016-12-11,768.232499999999,12320826024.7274,5508375144.40265,-0.006349994368155132,-0.01060802073487906,0,0,0,61
2016-12-12,778.432301222574,12485927227.1449,6313690793.83644,0.01318960524870745,0.01953959961686258,0,0,0,62
2016-12-13,778.215,12484153823.955,2821130580.12136,-0.000279191341307435,-0.01346879659001489,0,0,0,63
2016-12-14,775.8913,12444714533.525,1558761070.82531,-0.002990402563379127,-0.002711211222071692,0,0,0,64
2016-12-15,775.572499999999,12444351602.1874,1345904094.11023,-0.0004109667328209078,0.00257943583055822,0,0,0,65
2016-12-16,781.3375,12538210372.3,1764681181.26089,0.007405728460013208,0.007816695192834115,0,0,0,66
2016-12-17,788.877499999999,12660596387.8124,1759607152.19143,0.009603854190179312,0.002198125730166104,0,0,0,67
2016-12-18,788.4413,12654965391.0756,1469513205.1864,-0.0005530904863605609,-0.01015694467653987,0,0,0,68
2016-12-19,790.116299999999,12683371140.053,1102832366.94697,0.002122191332948368,0.002675281819308929,0,0,0,69
2016-12-20,799.721299999999,12838925680.525,1894271979.55339,0.01208314215541185,0.009960950822463486,0,0,0,70
2016-12-21,826.620767903185,13272429704.6455,6050784065.73531,0.03308273428045739,0.02099959212504553,0,0,0,71
2016-12-22,859.366299999999,13799864746.8981,7952522425.20432,0.03884923091561095,0.005766496635153565,0,0,0,72
2016-12-23,917.0988,14728698437.88,5647399305.62281,0.06501995192435688,0.02617072100874592,1,1,0,73
2016-12-24,891.6813,14322006704.34,4642138992.1351,-0.02810642734939601,-0.09312637927375289,0,0,0,1
2016-12-25,894.337133168862,14366519915.0829,4022250326.35251,0.002974028797324631,0.03108045614672064,0,0,0,2
2016-12-26,902.6063,14501002033.91,4809313197.62697,0.009203656664958714,0.006229627867634082,0,0,0,3
2016-12-27,929.115,14928671401.875,4597863955.06957,0.02894605296849083,0.01974239630353211,0,0,0,4
2016-12-28,977.139999999999,15702309526.6799,4906008701.83655,0.05039741740733673,0.02145136443884591,0,0,0,5
2016-12-29,971.721299999999,15617018872.9499,3796961161.08628,-0.005560902629468044,-0.05595832003680478,0,0,0,6
2016-12-30,960.925,15445427987.5,4380999912.17642,-0.01117267273068116,-0.005611770101213115,0,0,0,7
2016-12-31,966.568970873255,15537921940.5307,3381572989.47581,0.005856295364959903,0.01702896809564106,0,0,0,8
2017-01-01,998.05,16045986192.85,3470830329.60755,0.03205071767168233,0.02619442230672242,0,0,0,9
2017-01-02,1019.1988,16387926824.93,4444828109.16098,0.02096873216627962,-0.0110819855054027,0,0,0,10
2017-01-03,1035.5313,16652715382.9725,4399421326.9528,0.0158977998991484,-0.005070932267131224,0,0,0,11
2017-01-04,1130.84951632072,18187664239.8458,8705359110.27064,0.08805450629037946,0.07215670639123106,1,1,0,12
2017-01-05,990.667499999999,15934886737.4999,12102750396.5642,-0.1323454552591262,-0.2203999615495057,1,0,1,1
2017-01-06,894.0325,14382278476.6875,10713248031.5943,-0.1026368303732685,0.02970862488585771,0,0,0,2
2017-01-07,900.078799999999,14481153594.4455,7496626398.45294,0.006740187066796763,0.1093770174400653,0,0,0,3
2017-01-08,908.085,14611836820.125,4735054808.28675,0.008855671507632688,0.002115484440835925,0,0,0,4
2017-01-09,901.878888039063,14513519375.2874,4072687734.81904,-0.006857745973867072,-0.01571341748149976,0,0,0,5
2017-01-10,905.759462698433,14577733897.5269,3216810928.85097,0.00429353650207948,0.01115128247594655,0,0,0,6
2017-01-11,784.2775,12624083564.875,5258603516.37174,-0.1440108652778739,-0.1483044017799534,1,0,1,7
2017-01-12,799.4275,12869633173.255,3344901197.95181,0.01913293468105746,0.1631437999589314,0,0,0,8
2017-01-13,824.4988,13274790985.9756,1860269657.13356,0.03087984008493304,0.01174690540387558,0,0,0,9
2017-01-14,817.825,13169067953.75,1204479772.06074,-0.00812730928629584,-0.03900714937122889,0,0,0,10
2017-01-15,821.912499999999,13236623006.0749,923896735.423205,0.00498556441689019,0.01311287370318603,0,0,0,11
2017-01-16,828.309999999999,13341392032.2199,831361487.546099,0.007753538750122643,0.002767974333232452,0,0,0,12
2017-01-17,904.1525,14564800038.0175,1316827456.78866,0.08761056040331308,0.07985702165319043,0,0,0,13
2017-01-18,873.934999999999,14079682756.1249,1147970282.19445,-0.03399203867457889,-0.121602599077892,0,0,0,14
2017-01-19,896.89,14451431614.25,875858520.403007,0.0259272213662912,0.05991926004087009,0,0,0,15
2017-01-20,891.4588,14366002978.3256,613796288.098569,-0.006074001557174392,-0.03200122292346558,0,0,0,16
2017-01-21,919.6775,14822821174.63,683491208.344066,0.0311638431204674,0.03723784467764179,0,0,0,17
2017-01-22,918.778812014655,14810403902.4377,830201798.176506,-0.0009776550588154807,-0.03214149817928288,0,0,0,18
2017-01-23,918.9075,14814052397.8125,467022882.861243,0.0001400543549940552,0.001117709413809536,0,0,0,19
2017-01-24,885.788799999999,14281760609.6255,378666162.591625,-0.0367069169347986,-0.03684697128979265,0,0,0,20
2017-01-25,893.473799999999,14407365094.0655,381951425.917958,0.008638463810558241,0.04534538074535684,0,0,0,21
2017-01-26,915.359999999999,14762033603.9999,58349366.781027,0.02420041923818115,0.01556195542762291,0,0,0,22
2017-01-27,918.2875,14811184892.8875,49029317.2121982,0.003193091897280893,-0.02100732734090026,0,0,0,23
2017-01-28,920.245,14844529150.19,21882209.4883308,0.002129416520704745,-0.001063675376576148,0,0,0,24
2017-01-29,914.142499999999,14747986190.0224,20288320.82125,-0.006653471540178328,-0.008782888060883074,0,0,0,25
2017-01-30,920.991145882262,14860100039.6957,30166025.3961332,0.007463955219607557,0.01411742675978589,0,0,0,26
2017-01-31,968.266299999999,15624634422.4056,101775253.242809,0.05005673013075307,0.04259277491114551,0,0,0,27
2017-02-01,986.572890345435,15922459702.0932,92784081.5523147,0.01873005781586891,-0.03132667231488416,0,0,0,28
2017-02-02,1008.40331822314,16276789219.9374,93269627.1718648,0.02188627532634559,0.003156217510476674,0,0,0,29
2017-02-03,1015.4425,16392262891.4375,138411478.18957,0.006956271173213103,-0.01493000415313248,0,0,0,30
2017-02-04,1033.63,16687723783.25,99014097.1355951,0.01775240031111605,0.01079612913790295,0,0,0,31
2017-02-05,1016.92615859543,16420090077.5686,75284571.1611457,-0.01629237104653055,-0.03404477135764661,0,0,0,32
2017-02-06,1024.51108860632,16544150319.0518,73413586.5000326,0.007431004724213559,0.02372337577074411,0,0,0,33
2017-02-07,1051.5,16981015237.5,89525304.9223071,0.02600220409014256,0.01857119936592901,0,0,0,34
2017-02-08,1055.3013,17045265643.7481,164316931.362494,0.003608602410722782,-0.02239360167941978,0,0,0,35
2017-02-09,981.704999999999,15858560740.5,333977588.235661,-0.07229074166230917,-0.07589934407303195,0,0,0,36
2017-02-10,992.1113,16028562068.1356,155061226.925055,0.01054444268067205,0.08283518434298122,0,0,0,37
2017-02-11,1010.94629999999,16334579162.8655,61189139.0765333,0.01880680331092806,0.008262360630256014,0,0,0,38
2017-02-12,1000.52376910311,16167938833.7275,36448049.4493127,-0.01036319091668087,-0.02916999422760893,0,0,0,39
2017-02-13,996.103935869811,16098583564.7567,75754126.5227377,-0.004427305542971469,0.005935885373709399,0,0,0,40
2017-02-14,1010.10216185943,16326912555.9852,79285701.6993183,0.01395514965270821,0.01838245519567968,0,0,0,41
2017-02-15,1008.88129999999,16308969767.0199,38397960.0408793,-0.001209382871436715,-0.01516453252414493,0,0,0,42
2017-02-16,1034.9038,16731535006.8006,66797083.3923893,0.02546638231535168,0.0266757651867884,0,0,0,43
2017-02-17,1056.55809105297,17083619843.997,93994063.1095057,0.02070806545731571,-0.004758316858035971,0,0,0,44
2017-02-18,1058.58093064866,17118312229.5194,55001149.2103403,0.001912725538748728,-0.01879533991856699,0,0,0,45
2017-02-19,1053.50249999999,17037979881.7499,37478366.6956716,-0.004808939232144679,-0.006721664770893408,0,0,0,46
2017-02-20,1082.01682349583,17500458951.9599,55971656.6770066,0.02670640151929419,0.03151534075143887,0,0,0,47
2017-02-21,1125.40881483565,18202277765.4907,157173668.24909,0.0393196317900843,0.01261323027079011,0,0,0,48
2017-02-22,1123.30499999999,18168250822.125,99272532.7996693,-0.001871127784771034,-0.04119075957485533,0,0,0,49
2017-02-23,1185.65478468876,19176691563.4472,132273779.09306,0.05401995007417899,0.05589107785895002,0,0,0,50
2017-02-24,1180.87099999999,19108706913.1249,303444815.372076,-0.004042881117617601,-0.05806283119179659,0,0,0,51
2017-02-25,1149.40367816983,18601876715.0689,118187068.145711,-0.02700903461815268,-0.02296615350053508,0,0,0,52
2017-02-26,1180.673,19110682514.326,89353606.5435028,0.0268413477146235,0.05385038233277618,0,0,0,53
2017-02-27,1193.12951503695,19314424735.2103,87503104.9005908,0.01049508482272181,-0.0163462628919017,0,0,0,54
2017-02-28,1190.33099999999,19271383899.1469,139855221.835686,-0.002348279994839215,-0.01284336481756102,0,0,0,55
2017-03-01,1227.47714896609,19875003126.7716,105587214.842848,0.03072954489264428,0.0330778248874835,0,0,0,56
2017-03-02,1262.081,20437807786.697,174318244.924812,0.02780098129482136,-0.002928563597822925,0,0,0,57
2017-03-03,1289.54061161914,20884867165.5111,152484577.441219,0.02152409403113589,-0.006276887263685468,0,0,0,58
2017-03-04,1268.81453201514,20551257963.73,121628867.962149,-0.01620301473911511,-0.037727108770251,0,0,0,59
2017-03-05,1276.233,20673857896.125,62090177.8774049,0.005829744947251636,0.02203275968636675,0,0,0,60
2017-03-06,1280.98599999999,20753062038.0999,65232264.870565,0.003717323759337752,-0.002112421187913884,0,0,0,61
2017-03-07,1233.05650840799,19978921138.2857,213974224.53913,-0.0381340407464847,-0.04185136450582246,0,0,0,62
2017-03-08,1149.631,18629281761.825,248575333.390173,-0.07005503182634676,-0.03192099107986206,0,0,0,63
2017-03-09,1191.2367224851,19305673114.1232,149501332.425816,0.03555100873616934,0.1056060405625161,0,0,0,64
2017-03-10,1100.01058997121,17829356645.9599,417086882.868424,-0.07967222305191941,-0.1152232317880887,1,0,1,65
2017-03-11,1181.20412275202,19147525540.5318,169071412.548248,0.0712145541851798,0.1508867772370992,0,0,0,66
2017-03-12,1230.56,19950023304.0,104613431.435016,0.04093498913688894,-0.03027956504829086,0,0,0,67
2017-03-13,1243.26492239019,20158188044.3214,131403644.087357,0.01027157094094918,-0.03066341819593977,0,0,0,68
2017-03-14,1246.55673948076,20214039431.746,86807305.1323226,0.002644220715873944,-0.007627350225075233,0,0,0,69
2017-03-15,1258.45699999999,20409261728.9589,72763975.2935764,0.009501225366155618,0.006857004650281675,0,0,0,70
2017-03-16,1217.31454100787,19743578282.6542,137592935.414227,-0.03323913069229714,-0.04274035605845276,0,0,0,71
2017-03-17,1074.09386950624,17423426593.3219,283988947.723681,-0.1251698426150301,-0.09193071192273294,1,0,1,72
2017-03-18,961.962,15606390507.0,342885274.953892,-0.1102577241783762,0.0149121184366539,0,0,0,73
2017-03-19,1023.49010087567,16606689806.2633,177388243.241379,0.06199878437237316,0.1722565085507494,0,0,0,74
2017-03-20,1036.33201237387,16816818647.7939,101975751.431681,0.01246911352416078,-0.04952967084821238,0,0,0,75
2017-03-21,1112.70153227298,18058074337.215,150015664.593485,0.07110330349661662,0.05863418997245583,0,0,0,76
2017-03-22,1039.84017264784,16877645842.2471,188848065.441005,-0.06772385006006229,-0.1388271535566789,0,0,0,77
2017-03-23,1029.1394137431,16705852353.5673,82048831.9755843,-0.01034408883510678,0.05737976122495551,0,0,0,78
2017-03-24,940.020626559103,15261293153.4658,161801850.344657,-0.09057639317271615,-0.08023230433760938,0,0,0,79
2017-03-25,965.265062661069,15672767506.1621,190451071.333939,0.02650092178377842,0.1170773149564946,0,0,0,80
2017-03-26,954.476659971778,15499531724.0332,130490540.379611,-0.01123954971077838,-0.0377404714945568,0,0,0,81
2017-03-27,1042.6050726198,16932388062.8892,138288339.028227,0.0883145474335351,0.09955409714431349,0,0,0,82
2017-03-28,1044.72199999999,16968792612.7999,127643560.289463,0.002028362621034968,-0.08628618481250014,0,0,0,83
2017-03-29,1038.61719761625,16871375654.3682,121169066.492291,-0.005860610566019935,-0.007888973187054903,0,0,0,84
2017-03-30,1031.49290564615,16757840043.7086,102438849.919161,-0.006883034951286902,-0.001022424385266968,0,0,0,85
2017-03-31,1078.2747110906,17519577833.2867,133287124.427142,0.04435509825852468,0.05123813320981158,0,0,0,86
2017-04-01,1085.25299999999,17634831646.5359,87750426.9017151,0.006450865475814677,-0.03790423278271,0,0,0,87
2017-04-02,1098.06799999999,,80231506.3506768,0.01173913241919068,0.005288266943376005,0,0,0,88
2017-04-03,1139.30827544555,18517903140.188,131765236.037535,0.03686903036549515,0.02512989794630446,0,0,0,89
2017-04-04,1140.49759038016,18539058629.5585,108222974.267025,0.001043347646679916,-0.03582568271881523,0,0,0,90
2017-04-05,1132.33990499277,18408732920.4438,87439620.0216831,-0.007178445827724753,-0.008221793474404668,0,0,0,91
2017-04-06,1194.21099999999,19416796070.0999,128309277.223531,0.05319951213833898,0.06037795796606374,0,0,0,92
2017-04-07,1189.77512370321,19347052264.0503,90840184.050549,-0.003721398687663707,-0.05692091082600269,0,0,0,93
2017-04-08,1182.271,19227110119.602,43899666.2064376,-0.006327152463436378,-0.002605753775772671,0,0,0,94
2017-04-09,1187.69899999999,19316186631.3629,41151425.5233841,0.004580656709606379,0.01090780917304276,0,0,0,95
2017-04-10,1210.515,19691023824.75,76050218.0598343,0.01902806705869515,0.01444741034908877,0,0,0,96
2017-04-11,1226.618,19955556306.916,78899688.7601194,0.01321489991972477,-0.005813167138970376,0,0,0,97
2017-04-12,1218.299,19822303422.025,83573376.8202921,-0.006805165250658949,-0.02002006517038372,0,0,0,98
2017-04-13,1174.209,19106860359.408,131395672.094694,-0.03686089415037215,-0.0300557288997132,0,0,0,99
